"A81004001","DR LEIGH","Y63","Q74","283 ACKLAM ROAD","","","MIDDLESBROUGH","CLEVELAND","TS5 7BP","20040401","","","","A81004","20040401","","01642 818952","","","","0","","A","","",""
"A81013001","DR CLEMENTS","Y63","Q74","THE CLINIC","HIGH STREET","LINGDALE","SALTBURN BY SEA","CLEVELAND","TS12 3EX","20040401","","","","A81013","20040401","","","","","","0","","A","","",""
"A81016001","DR BASSON","Y63","Q74","131 KINGS ROAD","NORTH ORMESBY","","MIDDLESBROUGH","CLEVELAND","TS3 6EY","20040401","","","","A81016","20040401","","0300 1112300","","","","0","","A","","",""
"A81017002","INGLEBY BARWICK","Y63","Q74","30 MYTON ROAD","INGLEBY BARWICK","","STOCKTON-ON-TEES","CLEVELAND","TS17 0WG","20131001","","","","A81017","20131001","","","","","","0","","A","","",""
"A81018001","PARK AVENUE SURGERY","Y63","Q74","13 PARK AVENUE","","","REDCAR","CLEVELAND","TS10 3LA","20180401","","","","A81018","20180401","","","","","","0","","A","","",""
"A81022001","DR PARKIN","Y63","Q74","THE CLINIC","THE HIGH STREET","LINGDALE","SALTBURN-BY-THE-SEA","CLEVELAND","TS12 3EX","20040401","","","","A81022","20040401","","","","","","0","","A","","",""
"A81026001","LINTHORPE SURGERY - NORTH ORMESBY OAKFIELD BRANCH","Y63","Q74","1 TRINITY MEWS","NORTH ORMESBY","","MIDDLESBROUGH","CLEVELAND","TS3 6AL","20171001","","","","A81026","20171001","","","","","","0","","A","","",""
"A81030001","DR LAKEMAN","Y63","Q74","NUNTHORPE SURGERY","87 GUISBOROUGH ROAD","NUNTHORPE","MIDDLESBROUGH","CLEVELAND","TS7 0JS","20040401","","","","A81030","20040401","","01642 315390","","","","0","","A","","",""
"A81031001","BRIERTON MEDICAL CENTRE","Y63","Q74","EARLSFERRY ROAD","","","HARTLEPOOL","CLEVELAND","TS25 4AZ","20131001","","","","A81031","20131001","","","","","","0","","A","","",""
"A81034001","DR NEOH","Y63","Q74","BARWICK MEDICAL CENTRE","LOWFIELDS AVENUE","INGLEBY BARWICK","STOCKTON-ON-TEES","CLEVELAND","TS17 0RJ","20040401","","","","A81034","20040401","","01642 762921","","","","0","","A","","",""
"A81042001","LAGAN SURGERY","Y63","Q74","20 KIRKLEATHAM STREET","","","REDCAR","CLEVELAND","TS10 1TZ","20180401","","","","A81042","20180401","","","","","","0","","A","","",""
"A81044001","DR BOLT","Y63","Q74","THROSTON MEDICAL CENTRE","82 WILTSHIRE WAY","","HARTLEPOOL","CLEVELAND","TS26 0XT","20040401","","","","A81044","20040401","","","","","","0","","A","","",""
"A81044002","VICTORIA MEDICAL PRACTICE","Y63","Q74","THE HEALTH CENTRE","VICTORIA ROAD","","HARTLEPOOL","CLEVELAND","TS26 8DB","20161001","","","","A81044","20161001","","","","","","0","","A","","",""
"A81048001","SALTBURN BRANCH SURGERY","Y63","Q74","2 WINDSOR ROAD","","","SALTBURN-BY-THE-SEA","CLEVELAND","TS12 1BH","20040401","","","","A81048","20040401","","","","","","0","","A","","",""
"A81053001","DR GLASBY","Y63","Q74","THE CLINIC","BROTTON ROAD","CARLIN HOW","SALTBURN BY SEA","CLEVELAND","TS13 4DY","20040401","","","","A81053","20040401","","","","","","0","","A","","",""
"A81057001","PORT CLARENCE HEALTH CENTRE","Y63","Q74","PORT CLARENCE ROAD","PORT CLARENCE","","MIDDLESBROUGH","CLEVELAND","TS2 1TW","20061001","","","","A81057","20061001","","","","","","0","","A","","",""
"A81067001","UNIVERSITY OF DURHAM","Y63","Q74","QUEENS CAMPUS STOCKTON","UNIVERSITY BOULEVARD","THORNABY","STOCKTON-ON-TEES","CLEVELAND","TS17 6BH","20040401","","","","A81067","20040401","","","","","","0","","A","","",""
"A81070002","HARTFIELDS MEDICAL PRACTICE","Y63","Q74","HARTFIELDS EXTRA CARE VGE","HARTFIELDS MANOR","HARTFIELDS","HARTLEPOOL","CLEVELAND","TS26 0US","20171001","","","","A81070","20171001","","","","","","0","","A","","",""
"A82004002","DR MILLS - NENTHEAD SURGERY","Y63","Q74","NENTHEAD SURGERY","OVERWATER","","NENTHEAD","CUMBRIA","CA9 3NT","20040401","","","","A82004","20040401","","","","","","0","","A","","",""
"A82005001","DR BIRKET","Y62","Q84","1 FIELD FOOT","","","GRASMERE","CUMBRIA","LA22 9TB","20040401","","","","A82005","20040401","","015394 32693","","","","0","","B","","",""
"A82005002","CENTRAL LAKES MEDICAL GROUP","Y62","Q84","HAWKSHEAD SURGERY","BRAGG FIELD","HAWKSHEAD","AMBLESIDE","CUMBRIA","LA22 0QW","20171001","","","","A82005","20171001","","","","","","0","","B","","",""
"A82012001","DR WEAVING BEECH HOUSE","Y63","Q74","BEECH HOUSE","CORBY HILL","","CARLISLE","CUMBRIA","CA4 8PL","20040401","","","","A82012","20040401","","01228 560854","","","","0","","A","","",""
"A82012002","DR WEAVING YEW TREE COTTAGE","Y63","Q74","WETHERALL","","","CARLISLE","CUMBRIA","CA4 8JD","20090401","","","","A82012","20090401","","","","","","0","","A","","",""
"A82013001","BROUGH MEDICAL CENTRE","Y63","Q74","MAIN STREET","BROUGH","","KIRKBY STEPHEN","CUMBRIA","CA17 4AY","20111001","","","","A82013","20111001","","","","","","0","","A","","",""
"A82016002","ARNSIDE HOUSE","Y63","Q74","SYCAMORE LANE","","","CARLISLE","CUMBRIA","CA1 3SR","20070401","","","","A82016","20070401","","","","","","0","","A","","",""
"A82016003","BRUNSWICK HOUSE MEDICAL GROUP","Y63","Q74","1 BRUNSWICK STREET","","","CARLISLE","CUMBRIA","CA1 1ED","20161001","","","","A82016","20161001","","","","","","0","","A","","",""
"A82016004","NORTH CARLISLE MEDICAL PRACTICE","Y63","Q74","EDEN STREET","","","CARLISLE","CUMBRIA","CA3 9JZ","20161001","","","","A82016","20161001","","","","","","0","","A","","",""
"A82016005","EASTERN WAY SURGERY","Y63","Q74","1 EASTERN WAY","","","CARLISLE","CUMBRIA","CA1 3QZ","20180401","","","","A82016","20180401","","","","","","0","","A","","",""
"A82018001","DR BRITTON 42 BLACKWELL ROAD","Y63","Q74","42 BLACKWELL ROAD","","","CARLISLE","CUMBRIA","CA2 4EQ","20040401","","","","A82018","20040401","","01228 531975","","","","0","","A","","",""
"A82019001","DR HORNE 15 SCOTLAND ROAD","Y63","Q74","15 SCOTLAND ROAD","","","CARLISLE","CUMBRIA","CA3 9HR","20040401","","","","A82019","20040401","","01228533872","","","","0","","A","","",""
"A82024001","DR B WALKER CHAPEL LANE","Y63","Q74","BOOTLE SURGERY","CHAPEL LANE","","BOOTLE","CUMBRIA","LA19 5UE","20040401","","","","A82024","20040401","","01229 718711","","","","0","","A","","",""
"A82026001","DR HOWSE","Y62","Q84","HELME CHASE SURGERY","BURTON ROAD","","KENDAL","CUMBRIA","LA9 7HR","20040401","","","","A82026","20040401","","01539 722124","","","","0","","B","","",""
"A82030001","WEST VIEW SURGERY","Y62","Q84","LANCASTER ROAD","HORNBY","","LANCASTER","LANCASHIRE","LA2 8JS","20050401","","","","A82030","20050401","","","","","","0","","B","","",""
"A82031002","DR DUNNING - ORTON SURGERY","Y63","Q74","ORTON SURGERY","MARKET HALL","ORTON","PENRITH","CUMBRIA","CA10 3RQ","20040401","","","","A82031","20040401","","","","","","0","","A","","",""
"A82034002","DR GORRIGAN JH & PARTNERS","Y54","Q84","THE INSTITUTE","","","LEVENS","CUMBRIA","LA8 8PU","20040401","20181130","","","A82034","20040401","20181130","","","","","0","","B","","",""
"A82034003","DR J H GORRIGAN & PARTNERS","Y62","Q84","MEMORIAL HALL","MAIN STREET","BURTON","CARNFORTH","LANCASHIRE","LA6 1NA","20141001","","","","A82034","20141001","","01539 563307","","","","0","","B","","",""
"A82044001","CLEATOR MOOR SURGERY","Y63","Q74","BIRKS ROAD","","","CLEATOR MOOR","CUMBRIA","CA25 5HP","20040401","","","","A82044","20040401","","","","","","0","","A","","",""
"A82044003","GRIFFIN CLOSE","Y63","Q74","GRIFFIN CLOSE MEDICAL CENTRE","GRIFFIN CLOSE","","FRIZINGTON","CUMBRIA","CA26 3SH","20110713","","","","A82044","20110713","","","","","","0","","A","","",""
"A82044004","FLATT WALKS","Y63","Q74","FLATT WALKS HEALTH CENTRE","CASTLE MEWS","","WHITEHAVEN","CUMBRIA","CA28 7QE","20110713","","","","A82044","20110713","","","","","","0","","A","","",""
"A82065002","FAIRFIELD SURGERY","Y62","Q84","STATION ROAD","FLOOKBURGH","","GRANGE-OVER-SANDS","CUMBRIA","LA11 7JY","20160401","","","","A82065","20160401","","","","","","0","","B","","",""
"A82070001","DR BURNS P & PARTNERS","Y62","Q84","STAVELEY SURGERY","9 CROOK ROAD","STAVELEY","KENDAL","CUMBRIA","LA8 9NG","20040401","","","","A82070","20040401","","","","","","0","","B","","",""
"A82071001","JEELANI","Y62","Q84","42 MIDDLEFIELD","","","ORMSGILL","CUMBRIA","LA14 4BX","20040401","","","","A82071","20040401","","","","","","0","","B","","",""
"A82074001","DR FLETCHER","Y62","Q84","20A EMESGATE LANE","SILVERDALE","","CARNFORTH","LANCASHIRE","LA5 0RA","20050401","20190731","","","A82074","20050401","20190731","01524 701744","","","","0","","B","","",""
"A82608001","DR LUMB W & PARTNER","Y62","Q84","METHODIST CHURCH HALL","DENT","","SEDBERGH","CUMBRIA","LA10 5QJ","20040401","","","","A82608","20040401","","","","","","0","","B","","",""
"A82650001","HAVERTHWAITE BRANCH SURGERY","Y62","Q84","GREENODD VILLAGE HALL","GREENODD","","ULVERSTON","CUMBRIA","LA12 7QZ","20120401","","","","A82650","20120401","","","","","","0","","B","","",""
"A82651001","DR NL HALL & DR LA WILSON","Y62","Q84","BROUGHTON SURGERY","C/O THE VICTORY HALL","","BROUGHTON-IN-FURNESS","CUMBRIA","LA20 6HN","20040401","","","","A82651","20040401","","","","","","0","","B","","",""
"A82651002","THE SURGERY","Y62","Q84","FOXFIELD ROAD","","","BROUGHTON-IN-FURNESS","CUMBRIA","LA20 6EZ","20080501","","","","A82651","20080501","","","","","","0","","B","","",""
"A82654001","MORTON SURGERY","Y63","Q74","LANGRIGG ROAD","","","CARLISLE","CUMBRIA","CA2 6DT","20171001","","","","A82654","20171001","","","","","","0","","A","","",""
"A83001001","BYERS GREEN","Y63","Q74","THE SURGERY","24 GREENRISE","BYERS GREEN","SPENNYMOOR","COUNTY DURHAM","DL16 7PL","20040401","","","","A83001","20040401","","","","","","0","","A","","",""
"A83007001","PETERLEE","Y63","Q74","PETERLEE COMMUNITY HOSPITAL","O'NEILL DRIVE","","PETERLEE","COUNTY DURHAM","SR8 5UQ","20040401","","","","A83007","20040401","","0191 5864331","","","","0","","A","","",""
"A83011001","STUDENT HEALTH CENTRE, DURHAM","Y63","Q74","CLAYPATH & UNIVERSITY MEDICAL GROUP","UNIVERSITY HEALTH AUTHORITY","GREEN LANE, OLD ELVET","DURHAM","COUNTY DURHAM","DH1 3JX","20040401","","","","A83011","20040401","","01913 865081","","","","0","","A","","",""
"A83012001","ARBROATH HOUSE, EASINGTON COLLIER","Y63","Q74","ARBROATH HOUSE","SEASIDE LANE SOUTH","EASINGTON COLLIERY","PETERLEE","COUNTY DURHAM","SR8 3PE","20040401","","","","A83012","20040401","","0191 5270328","","","","0","","A","","",""
"A83012002","HEALTHWORKS MEDICAL CENTRE","Y63","Q74","PARADISE LANE","EASINGTON COLLIERY","","PETERLEE","COUNTY DURHAM","SR8 3EX","20180401","","","","A83012","20180401","","","","","","0","","A","","",""
